ESEMBLID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
gene354	1.0	0.32567728	0.3347532	0.16180351	0.5888534	0.23838371	0.0	0.33892912	0.22564334	0.3427742	0.0647557	0.16009082	0.16451544	0.23545694	0.25660828	0.24406566	0.6152843	0.15964538	0.17016457	0.096412934
gene355	0.516992	0.0	0.5739944	0.14978603	0.056985736	0.107924715	0.38598877	0.19779336	0.36061782	0.5130003	0.55075645	0.4848981	0.31968087	0.077041246	0.14000288	0.64977217	0.7654769	1.0	0.2166298	0.7188729
gene356	1.0	0.20787027	0.8858258	0.23466456	0.44233805	0.17012902	0.48959258	0.50069255	0.30835462	0.22858521	0.38963628	0.3548592	0.30464837	0.22945805	0.40649384	0.0	0.20329352	0.30609873	0.42289492	0.05387329
gene357	1.0	0.023010543	0.4594279	0.3130231	0.30916864	0.37607807	0.24927427	0.1875995	0.3858461	0.6227269	0.2710995	0.5638274	0.35638496	0.42373338	0.6438842	0.045545187	0.0	0.64286685	0.5194066	0.10470007
gene358	0.7123696	0.0662101	1.0	0.2910488	0.27549526	0.44138524	0.14959565	0.05129764	0.6819861	0.33434984	0.2550843	0.43203035	0.040418107	0.0	0.46191737	0.19461706	0.29461148	0.15321039	0.16752455	0.25147927
gene359	0.389833	0.20134778	0.44879666	0.18042827	0.16408147	0.13363421	0.31983924	0.20134078	0.37400925	0.6057652	0.38960308	0.36967295	0.40084568	0.0	0.3142286	0.7622683	0.7144301	0.60052437	0.4517345	1.0
gene360	0.24363542	0.739993	0.120947525	0.50060153	1.0	0.4869975	0.35078946	0.33281544	0.06690234	0.1268418	0.30862436	0.073047355	0.4472652	0.28589085	0.040340383	0.16561043	0.07939625	0.23312904	0.0	0.0028570401
gene361	0.36185822	0.53474146	0.5740361	0.69877476	0.49097702	0.4899452	0.26570562	0.0	0.5717213	0.7208124	0.63770825	0.7910929	0.255935	0.69665843	0.49343556	0.41844356	0.6486959	0.21238846	1.0	0.6178924
gene362	0.1898836	0.34559938	0.07543576	0.1665964	0.0	0.25074488	0.16264448	0.2772401	0.33752188	0.42923984	0.416776	0.37157694	0.3610588	0.124392	0.26290792	0.7443502	0.47746193	0.6629599	0.50463825	1.0
gene363	0.44294193	0.041348696	0.73443544	0.27244335	0.07344993	0.3219061	0.4172686	0.918772	0.82618386	0.40614584	0.95689136	0.6459879	0.32157156	0.0	0.31288818	0.263778	0.5372824	0.9540413	0.19146042	1.0
gene364	0.14404999	0.7242654	0.15776703	0.35658085	0.82668	0.047903687	0.20034115	0.08777904	0.1581883	0.2642543	0.203364	0.63083285	0.0	0.34478065	0.2538885	0.6102567	0.18600379	0.14098541	0.21220255	1.0
gene365	0.08718105	0.74254656	0.0	0.97509867	0.5005679	1.0	0.7064025	0.63318145	0.26798886	0.3802546	0.81608284	0.32087356	0.94158125	0.5531283	0.31976917	0.15337913	0.24845088	0.3619552	0.3152834	0.29915476
gene366	0.7924305	0.0	1.0	0.2925232	0.17025816	0.21362685	0.2983317	0.5015002	0.71021837	0.25788018	0.26073217	0.30137023	0.32087946	0.30413875	0.26118714	0.7316695	0.26367986	0.4906579	0.5765046	0.389856
gene367	0.7812132	0.58417094	0.22828092	0.37581468	1.0	0.8744998	0.23209289	0.9154178	0.20762236	0.18514057	0.11019294	0.53948617	0.55390936	0.05148451	0.1644957	0.0	0.28536066	0.88719904	0.001405033	0.004387094
gene368	0.022523325	0.52108806	0.016936371	0.6035462	0.41037112	1.0	0.24790601	0.7023951	0.0764779	0.1332857	0.4911381	0.26472446	0.34051412	0.4709613	0.32245454	0.044948988	0.0	0.051065397	0.20975676	0.039798804
gene369	0.3049187	0.6179566	0.43124017	0.9422008	1.0	0.47792673	0.617338	0.97243017	0.35495734	0.28308254	0.5434751	0.40277717	0.64359987	0.7459616	0.6791469	0.0	0.12770951	0.061378535	0.24552335	0.08506846
gene370	0.46273592	0.27618268	0.9871309	1.0	0.66809803	0.2767932	0.0	0.23073249	0.31631967	0.5326206	0.14296421	0.48888958	0.24203752	0.42234847	0.5648023	0.6870079	0.4083494	0.4048592	0.451653	0.0016742666
gene371	0.80942935	0.17985575	0.88919777	0.98385394	1.0	0.19724369	0.4788928	0.24447656	0.85812145	0.5405357	0.5533885	0.9354352	0.16455843	0.64885056	0.5805349	0.0	0.23217589	0.17656109	0.56708187	0.31084955
gene372	0.31402478	0.68169105	0.32411653	1.0	0.72183657	0.6449163	0.5603126	0.8743886	0.53444624	0.35285953	0.41277695	0.5164373	0.55837065	0.41149664	0.6288988	0.21173733	0.0	0.23458579	0.3774345	0.06345878
gene373	0.45801008	0.6462552	0.7762153	1.0	0.472443	0.41370875	0.0	0.3214728	0.8561506	0.23008497	0.35914555	0.49174055	0.06311386	0.3931178	0.7666798	0.64926976	0.39037606	0.1711111	0.56604904	0.3967104
gene374	0.11436714	0.4685753	0.14287227	0.6622761	0.318722	0.24823846	0.0	0.41169268	0.28701112	0.3773688	0.52776223	0.62455547	0.19010366	0.8447157	0.61835116	1.0	0.25994977	0.100849025	0.39465758	0.52928007
gene375	0.59946376	0.1520252	0.6920571	0.54190546	0.5260341	0.7719074	0.3300539	0.0	0.6591108	0.63567615	0.7490935	1.0	0.3247599	0.7655202	0.7990153	0.7299104	0.5945382	0.54953456	0.85199153	0.5693541
gene376	0.31019866	0.59244955	0.20564434	0.07668489	0.0	0.5046666	0.32484365	0.20415208	0.30123875	0.22364192	0.053888865	0.36180452	0.19520944	0.518521	0.85205823	1.0	0.5638265	0.8897796	0.2406367	0.22309269
gene377	0.89923805	0.05778253	0.47782156	0.12467163	0.06727812	0.14011884	0.56267405	0.2673132	0.43879586	0.24761991	0.0	0.3205718	1.0	0.2087824	0.4567106	0.8362459	0.37599048	0.45113045	0.3846351	0.2057287
gene378	0.31299317	0.74455297	0.6174371	0.84361726	0.7006614	0.50190485	0.54736274	0.82170594	0.3049846	0.28320768	0.79229856	0.21975504	1.0	0.39427814	0.4272786	0.32893682	0.0	0.37701073	0.33211246	0.27155587
gene379	0.05739916	0.118863866	0.025957458	0.3899301	0.44391102	0.84662044	0.018676948	0.1052609	0.92743134	0.49012187	0.64831865	0.7911539	0.0	0.69040895	0.7042991	1.0	0.39476094	0.4089777	0.8774309	0.40820986
gene380	0.27184075	0.32121947	0.4151479	0.52527606	0.0	0.40893993	0.063082226	0.11829116	0.36332273	0.6141032	0.41677716	0.5847837	0.378068	0.450517	0.72751474	0.44851258	0.6826881	0.42446518	1.0	0.52447
gene381	0.096956566	0.3627894	0.16934773	0.4630934	1.0	0.6452539	0.38196588	0.69214886	0.45054924	0.49601772	0.54839426	0.55098736	0.48632467	0.39337754	0.6201268	0.0	0.2851084	0.049938615	0.1378788	0.058957238
gene382	0.5329247	0.82753474	0.63138074	0.42689338	1.0	0.62004393	0.29635507	0.8112249	0.07329931	0.20588987	0.19244154	0.48468602	0.39839664	0.67698646	0.23332019	0.456738	0.48824686	0.36232552	0.0	0.23291428
gene383	1.0	0.29824618	0.56272966	0.55878854	0.40300065	0.373274	0.8722183	0.9718234	0.0	0.4087487	0.20708628	0.6224485	0.64744616	0.24617074	0.5596522	0.09013289	0.082434006	0.40207508	0.14655812	0.57231605
gene384	0.15541932	0.22066638	0.5377877	0.0	0.38503164	0.11560299	0.24410804	0.28274786	0.5726806	0.51981956	0.3308952	0.19212568	0.30287823	0.3537715	0.3261903	0.95728076	1.0	0.6361766	0.4044119	0.61925775
gene385	0.4458849	0.79152805	0.08009487	0.9057731	0.68629706	1.0	0.24805547	0.36649534	0.11467885	0.27511072	0.388736	0.56907654	0.31067604	0.39966217	0.94036174	0.1928803	0.12549159	0.22379668	0.12960686	0.0
gene386	1.0	0.0	0.7335564	0.25198576	0.4988407	0.48111638	0.28029686	0.17619808	0.18692002	0.580291	0.24267066	0.22471507	0.26746458	0.2632675	0.30960092	0.4569203	0.71237284	0.7709606	0.40806094	0.33496642
gene387	0.54704744	0.32232627	0.4810083	0.2753686	0.0	0.25018084	0.3972037	0.36044648	0.4940183	0.66375744	0.6544364	0.45429742	0.35548958	0.29126853	0.17030384	0.9234869	0.7947923	1.0	0.58117795	0.9702849
gene388	0.4068056	0.108706996	0.49774396	0.2752082	0.25835615	0.10445689	0.46277836	0.256688	0.52539176	0.3338384	0.64118844	0.8583835	0.12833662	0.37889984	0.0	1.0	0.8770443	0.960071	0.5033019	0.9020166
gene389	0.3734203	0.21018988	0.28955528	0.10129584	0.0	0.4236473	0.28333583	0.27073824	0.5422281	0.2602376	0.5875579	0.6643705	0.26851007	0.08191554	0.31318176	0.9594083	0.89567024	0.6556955	0.20012732	1.0
gene390	0.18155827	0.10458244	0.06047472	0.0234364	0.10668843	0.43635312	0.018654719	0.0	0.4534806	0.54329324	0.2988675	0.3466111	0.22970721	0.27726382	0.15958112	1.0	0.66003513	0.762763	0.38309687	0.49002075
gene391	0.2299137	0.20997149	0.4037457	0.582319	0.4230261	0.6313642	0.26520517	0.12251212	0.53263766	0.3338538	0.47198716	0.57343894	0.48429555	0.9740484	1.0	0.9581717	0.6408878	0.12038366	0.0	0.63284296
gene392	0.401882	0.3967751	0.292884	0.23920959	0.0	0.041061424	0.06997771	0.0031219448	0.48429388	0.39865333	0.070764005	0.36871552	0.16478443	0.28171605	0.29571998	0.17143522	1.0	0.35366967	0.55223733	0.8844859
gene393	0.89077586	0.8169872	0.43947306	0.9707645	0.77516997	0.6777478	0.67246026	0.6754804	0.72509646	0.72394973	0.644589	0.77940303	0.62806463	1.0	0.7207727	0.0	0.1977306	0.3590524	0.44782755	0.29314515
gene394	1.0	0.16817462	0.5902426	0.0	0.6795974	0.30557057	0.28800458	0.25340128	0.5120149	0.4681107	0.4405285	0.42790866	0.30166435	0.16041557	0.59815294	0.08971485	0.64180547	0.5392486	0.32092398	0.22703436
gene395	0.07744428	0.38916734	0.0	0.36933038	0.08245708	0.290724	0.057349984	1.0	0.0187042	0.11739677	0.16769527	0.34021968	0.3837867	0.20973518	0.16793123	0.21152836	0.12130378	0.04322746	0.09868317	0.07656296
gene396	1.0	0.0	0.9875227	0.4705777	0.89922607	0.54663897	0.10831236	0.4081203	0.95430225	0.3196608	0.40988177	0.7480917	0.22276157	0.13345872	0.60469437	0.102871	0.6171456	0.13819268	0.5743655	0.25553286
gene397	0.73367167	0.15889059	0.89359546	0.0	0.39836428	0.17864004	0.528634	0.4512296	0.54164374	0.4615521	0.72657454	0.59060854	0.4667466	0.10476981	0.46123692	0.9873375	0.83175987	1.0	0.32346553	0.4652486
gene398	0.2369723	0.3007977	0.5614681	0.047812354	0.09817608	0.34323722	0.3892712	0.38655132	1.0	0.41672543	0.41245094	0.34262535	0.0	0.20010573	0.15560432	0.46283963	0.18555456	0.9043658	0.43756816	0.2963983
gene399	0.17039408	0.36399662	0.15100554	0.0	0.02082981	0.21239363	0.18471377	0.33217138	0.6207196	0.26523608	0.54368055	0.5288904	0.1810142	0.2285735	0.21496187	0.8278275	0.44128928	0.6433249	0.45012346	1.0
gene400	0.5737761	0.11194495	0.46720415	0.29751027	0.049573045	0.0	0.19192056	0.10766268	0.49745932	0.48318294	0.35142186	0.85626626	0.5328835	0.15389551	0.15755685	0.6095231	0.5185119	1.0	0.48504224	0.40965545
gene401	0.35378483	0.50529635	0.4832222	0.7950312	0.78028226	1.0	0.6978657	0.5808277	0.52492607	0.50411844	0.61656106	0.4757486	0.65831673	0.6210789	0.64152515	0.1505164	0.0	0.5136627	0.29340574	0.24980766
gene402	0.34667802	0.033859897	0.09124096	0.54899585	0.40221208	1.0	0.100240156	0.0	0.7762407	0.57951796	0.64011997	0.05006764	0.049235363	0.33361095	0.2643998	0.05775728	0.4511491	0.25176674	0.64362186	0.6524243
gene403	0.28752637	0.30140454	1.0	0.3955709	0.67502874	0.47711658	0.07160845	0.0	0.58007336	0.69165313	0.5786192	0.37866163	0.46749604	0.35820448	0.44772443	0.67261195	0.4933814	0.795612	0.28464064	0.34131587
gene404	0.26381665	0.30881664	0.00774958	0.3200983	0.0	0.41616976	0.15998633	0.22772758	0.3669727	0.51027447	0.5000692	0.58652633	0.4275337	0.2330955	0.22062147	1.0	0.69990116	0.7479453	0.30706486	0.9104031
gene405	0.6237852	0.6435525	0.55501705	0.6619252	0.88324195	1.0	0.8093162	0.6847762	0.44621545	0.30047122	0.3119104	0.38406745	0.85017645	0.30184272	0.369538	0.49723667	0.2883108	0.29296914	0.3340241	0.0
gene406	0.95593023	0.0	0.51683545	0.49830696	0.0915572	0.26805115	0.7719046	0.8022284	0.5819543	1.0	0.33024484	0.5457218	0.5426187	0.30046123	0.39236903	0.73357457	0.68412143	0.6382428	0.2555443	0.54304725
gene407	0.28731388	0.87933534	0.13399479	0.9593364	1.0	0.9728185	0.72287726	0.8703973	0.15633665	0.38447654	0.16447234	0.3297459	0.77953625	0.81500447	0.15600067	0.0739436	0.06206798	0.5075971	0.85973746	0.0
gene408	0.104094155	0.2856426	0.55076385	0.7797247	0.9372582	0.13289729	0.15786794	0.1839287	0.5331331	0.7047528	0.48481265	0.36789164	0.0	0.2127199	0.74196553	0.7684107	0.19220419	0.4688304	1.0	0.7042437
gene409	0.27526963	0.24834578	0.1701903	0.26739895	0.0	0.27066544	0.11590208	0.08431929	0.59458905	0.682055	0.70320016	0.41999048	0.33193985	0.15996888	0.27655807	1.0	0.60209566	0.70507824	0.5789303	0.8327864
gene410	0.25148058	0.29803282	0.0	0.48081428	0.30654454	0.90329564	0.34927088	0.16241835	0.42259687	0.95907515	0.42372072	0.46585277	0.3615011	0.23760812	0.53939074	1.0	0.7295201	0.82889307	0.36914623	0.9186512
gene411	0.6239294	0.06283423	1.0	0.22557798	0.47294185	0.2345256	0.1630675	0.111619554	0.70897794	0.4384659	0.43301255	0.40201113	0.0	0.20541215	0.5075469	0.12192256	0.335803	0.2778733	0.39757067	0.31499323
gene412	0.33779022	0.0	0.394505	0.095330864	0.52016246	0.51013905	0.1557215	0.24818334	0.2950819	0.26330465	0.68403774	1.0	0.39364251	0.20563842	0.46916324	0.35896513	0.66108704	0.10438696	0.39580652	0.56369764
gene413	0.59451944	0.6116051	0.07390436	1.0	0.49009684	0.42594567	0.28051642	0.95681643	0.24181628	0.116313435	0.27097937	0.3538543	0.42257875	0.18950175	0.29641232	0.41758123	0.29194248	0.54074407	0.0	0.14023253
gene414	0.5216262	0.80505806	0.69490415	0.6901069	0.7420823	0.49416316	0.7418388	0.5910524	0.8368034	0.35063255	0.3175231	0.27187395	1.0	0.8051473	0.32581124	0.0	0.07969823	0.23197359	0.082792364	0.50322956
gene415	0.35431984	0.5973734	0.32303318	0.67541355	1.0	0.6657475	0.4720458	0.34280834	0.38724214	0.5245822	0.0	0.21752022	0.53121954	0.59755033	0.48163763	0.4551308	0.37358057	0.3622991	0.92407125	0.3633218
gene416	0.42463616	0.567104	1.0	0.9811714	0.90181553	0.48867604	0.85403764	0.6553819	0.42760918	0.2673267	0.3973691	0.28016698	0.34590626	0.5946318	0.62771034	0.27225593	0.2561506	0.0	0.41868678	0.3280282
gene417	0.28811848	0.48506567	0.66936445	0.840679	1.0	0.78139997	0.22030704	0.2844146	0.30305246	0.28338018	0.36488023	0.22605997	0.37436506	0.2705821	0.2922629	0.64814276	0.44877055	0.0	0.45798287	0.5326047
gene418	0.38637364	0.17125703	0.68653196	0.4649332	0.24266681	0.36461914	0.49689433	0.27407625	1.0	0.5705077	0.36905122	0.1589482	0.0	0.25667	0.16547513	0.43711928	0.1315897	0.61520684	0.74372923	0.26539484
gene419	0.15891144	0.52676004	1.0	0.2929761	0.5333551	0.4999092	0.37524933	0.0	0.9860737	0.5899647	0.7386037	0.029683653	0.5083468	0.82426685	0.3293485	0.625382	0.123274215	0.07634467	0.91940147	0.46270952
gene420	0.36537135	0.3546246	0.9625026	0.47123116	0.0	0.0035809886	0.61411905	0.62459314	0.8385661	0.48386097	0.46836764	0.38657284	0.16101347	1.0	0.36379042	0.14979832	0.45511162	0.35544467	0.22172542	0.65321153
gene421	1.0	0.0	0.846823	0.27237257	0.7450023	0.10544007	0.5596224	0.62975246	0.41165274	0.732116	0.2245992	0.3074738	0.76806545	0.22170757	0.5408885	0.7080465	0.7063436	0.99688727	0.3991732	0.3092688
gene422	0.2790807	0.5110095	0.5928069	0.17711326	0.37884718	0.08070139	0.09708413	0.14052464	0.12502727	0.078940734	0.43589598	0.5268297	0.41684106	0.0	0.34116188	0.7366141	0.7079018	0.213749	0.3086219	1.0
gene423	0.5807768	0.35369286	0.11426036	0.0	0.05044179	0.1764913	0.09183415	0.33593914	0.409711	0.388482	0.6966289	0.4805159	0.4249486	0.13352819	0.38467327	1.0	0.8250773	0.97556645	0.36017114	0.9092593
gene424	0.0	0.2419216	0.032854747	1.0	0.1961559	0.91328007	0.586057	0.2234505	0.14009093	0.36642635	0.61276585	0.42339158	0.46289077	0.6815749	0.20648065	0.6609128	0.19928907	0.20170707	0.05292054	0.31918395
gene425	0.12728728	0.32472807	0.20538642	0.0869014	0.16709186	0.43331438	0.18964462	0.0	0.3451059	0.48611477	0.3085415	0.37692088	0.2647433	0.6119592	0.35329622	0.16408142	0.12267832	0.27233484	1.0	0.086091645
gene426	0.22710924	0.40525195	0.24729578	0.85526437	0.44530496	0.20984821	0.803378	0.53973556	0.28091487	0.1196363	0.22421663	0.1811795	0.754354	0.2062858	1.0	0.30894366	0.0	0.14356223	0.002917093	0.47804725
gene427	0.4074237	0.40063414	0.49193877	0.6555248	0.46171582	0.34769872	0.55120146	1.0	0.7342898	0.30288535	0.18272096	0.52345794	0.0	0.43159238	0.5760708	0.08585664	0.29152757	0.16583925	0.78643316	0.3109674
gene428	0.0	0.5907455	0.11499491	0.85975295	0.8853929	0.6914714	1.0	0.19489989	0.075883806	0.02307072	0.41548914	0.36551955	0.6559921	0.23063745	0.43053368	0.10079101	0.14132698	0.07418866	0.13849905	0.26272467
gene429	0.7703128	0.71156365	0.3598847	0.3167324	0.5113526	0.42619085	0.96617186	0.9934387	0.36584568	0.1315662	0.5857763	0.46783766	1.0	0.53612936	0.480937	0.17698333	0.4689033	0.28620198	0.30066618	0.0
gene430	0.23797655	0.34001347	0.6001757	1.0	0.23340553	0.6262974	0.0	0.057836868	0.9947593	0.550538	0.89378065	0.38511583	0.2295155	0.4737226	0.25874266	0.73949903	0.06307476	0.60846347	0.7368048	0.2263068
gene431	0.046405714	1.0	0.12530053	0.83574265	0.69080585	0.9488355	0.73134834	0.40684488	0.043198522	0.21607086	0.8110154	0.5175286	0.8350956	0.9325741	0.5928241	0.32285312	0.014378942	0.0	0.15513119	0.30319047
gene432	0.5158539	0.68086517	0.07188325	0.9613264	1.0	0.63994783	0.8758472	0.9017612	0.25345206	0.48858953	0.45915544	0.1733038	0.45158374	0.3810223	0.24770224	0.085439555	0.0	0.10012432	0.13051839	0.1825397
gene433	0.46651572	0.18495892	0.44906554	0.0	0.08343487	0.19942178	0.25168318	0.17155759	0.29660508	0.4516719	0.4641902	0.25267532	0.23102391	0.008299373	0.25426954	0.81534123	1.0	0.5692337	0.42806062	0.9052393
gene434	0.2872091	0.0	0.38654524	0.40478975	0.5739653	0.38345343	0.2346027	0.033477966	0.5119382	0.8745233	0.6896021	0.45110193	0.20634416	0.27008247	0.6562157	0.36550167	0.7492918	0.5111105	0.6578359	1.0
gene435	0.72650784	0.05364334	0.6532537	0.49112666	1.0	0.5071423	0.35094726	0.2039986	0.4275342	0.5766248	0.13172413	0.0	0.21136416	0.2212294	0.25750607	0.16313088	0.45976996	0.4670141	0.3860251	0.4512084
gene436	0.44045356	0.07417839	0.0053383913	0.2652534	0.12291228	0.20395076	1.0	0.43703726	0.28499365	0.0	0.19131951	0.19125868	0.30929515	0.115690134	0.20348963	0.2482272	0.32505354	0.5034574	0.056941114	0.063053876
gene437	0.3441453	0.65281534	0.8144585	0.44704366	1.0	0.63003486	0.07784518	0.52215785	0.34051788	0.41620973	0.20353575	0.525422	0.4109106	0.9231012	0.37385812	0.0068783103	0.20561886	0.19187583	0.017542573	0.0
gene438	0.2509914	0.90644735	0.39962697	0.7134661	0.66015315	0.7942444	0.51886517	1.0	0.09879879	0.79523087	0.30209842	0.75455654	0.86001503	0.57171476	0.37184024	0.21707466	0.03171599	0.0	0.22146228	0.1610389
gene439	1.0	0.56201464	0.17262052	0.2406957	0.5492522	0.8120085	0.7852576	0.9999241	0.27155885	0.7692802	0.6478266	0.15284431	0.74724984	0.8100987	0.7680233	0.47496754	0.57353485	0.27820745	0.0	0.8149084
gene440	0.41668326	0.3993513	0.39811894	0.24029495	0.0	0.368271	0.4571797	0.3601412	0.52120745	0.55239296	0.57832295	0.46491998	0.6333025	0.39853883	0.2240184	1.0	0.6058378	0.89378273	0.69546366	0.93725985
gene441	0.0662948	0.1982945	0.39953366	0.42596108	0.35478452	0.10866736	0.39812908	0.0	0.018835118	0.25053665	0.48770618	0.18661238	0.25868326	0.064233035	0.033711407	0.66965455	0.59211385	0.31394014	0.2658494	1.0
gene442	1.0	0.37766492	0.9049983	0.31249604	0.8394504	0.4326656	0.4931121	0.54450816	0.29618487	0.46810845	0.7005923	0.62196875	0.4772909	0.108937286	0.040861804	0.0	0.13314432	0.47559735	0.25905663	0.1324337
gene443	0.6006037	0.3144907	0.39378446	0.6579154	0.27089792	0.71627104	1.0	0.39895746	0.6991719	0.5695658	0.5187358	0.24522872	0.32125893	0.6353756	0.45330048	0.0	0.83408475	0.7182343	0.4736127	0.19471514
gene444	0.09437155	0.26273805	0.15608686	0.04790268	0.03918378	0.22008325	0.5913555	0.36126745	0.4195431	0.080417104	0.540404	0.89492583	0.0	0.21238495	0.19296588	0.8336674	0.4996849	0.734587	0.6074633	1.0
gene445	0.0	0.20363651	0.32952175	0.30447072	0.16000775	0.438611	0.3103432	0.2500043	0.7421971	0.52271616	0.84336823	0.32335383	0.23609205	0.41302726	0.21695319	1.0	0.5412118	0.45141408	0.70576817	0.7759739
gene446	0.36139563	0.93538976	0.3305405	0.80650526	1.0	0.4714876	0.0	0.3464931	0.36287582	0.2997364	0.64921623	0.4396498	0.6330673	0.43935028	0.6566531	0.36520156	0.49234185	0.25807557	0.8234883	0.6051759
gene447	0.19169807	0.32743445	0.11422136	0.0	0.33152175	0.33070198	0.49758053	0.39637506	0.47181776	0.6095359	0.5751178	0.8890436	0.01591004	0.51096076	0.4264943	0.5465377	1.0	0.34785005	0.8855574	0.5676766
gene448	0.4369551	0.939871	0.164877	0.73315614	0.28824258	0.6827242	1.0	0.83572245	0.34625408	0.268226	0.39456642	0.41538525	0.4954387	0.85182554	0.45753834	0.0	0.095877565	0.1980433	0.35786578	0.27063048
gene449	0.21154983	0.27469102	0.0	0.3205544	0.15499192	0.35116223	0.14906669	0.26343736	0.4741004	0.45807967	0.59004706	0.62072426	0.23395585	0.22622727	0.39040235	1.0	0.7318717	0.7084591	0.3286416	0.8806197
gene450	0.8071533	0.3551573	1.0	0.0	0.7306221	0.30561873	0.5937866	0.50695604	0.7781103	0.6870021	0.5054062	0.7400537	0.66529095	0.5769008	0.6170895	0.45459515	0.7787634	0.5997703	0.62377185	0.61579543
gene451	0.0	0.68592864	0.4068117	0.37670454	0.206809	0.21657383	0.8725765	0.049654495	0.6194948	0.0008807086	1.0	0.18411256	0.17349097	0.30785108	0.23114228	0.9526285	0.35543683	0.2799906	0.8046548	0.4872266
gene452	0.1790822	0.7467155	0.0	0.65970445	0.51827973	1.0	0.50381774	0.6157185	0.4943564	0.590723	0.33637622	0.5842334	0.39362544	0.5037883	0.5224132	0.72874844	0.6063541	0.71297175	0.53784484	0.61305094
gene453	0.34533647	0.6001384	0.2805293	0.63071233	0.5351187	0.84319556	0.0	0.42425045	0.62559545	0.60245544	0.8352669	0.419894	0.5131779	0.78539956	0.8596031	1.0	0.22839968	0.6031249	0.8719059	0.8340165
